# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
EIF3M	EIF3M	NM_006360.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF6	EIF6	NM_001267810.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF6	EIF6	NM_002212.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF6	EIF6	NM_181466.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF6	EIF6	NM_181468.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF6	EIF6	NR_052022.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF6	EIF6	NR_052023.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF6	EIF6	NR_052024.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ELAVL4	ELAVL4	NM_001144774.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	ELAVL4	NM_001144775.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	ELAVL4	NM_001144776.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	ELAVL4	NM_001144777.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	ELAVL4	NM_001294348.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	ELAVL4	NM_001324208.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	ELAVL4	NM_001324209.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	ELAVL4	NM_001324212.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	ELAVL4	NM_001324213.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	ELAVL4	NM_001324214.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	ELAVL4	NM_001324215.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	ELAVL4	NM_021952.5	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELL	ELL	NM_006532.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELMO1	ELMO1	NM_001206480.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELMO1	ELMO1	NM_001206482.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELMO1	ELMO1	NM_014800.10	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELOVL2-AS1	ELOVL2-AS1	NR_038962.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELOVL2-AS1	ELOVL2-AS1	NR_038963.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELOVL2-AS1	ELOVL2-AS1	NR_038964.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELP4	ELP4	NM_001288725.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELP4	ELP4	NM_001288726.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELP4	ELP4	NM_019040.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EML4	EML4	NM_001145076.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EML4	EML4	NM_019063.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EML6	EML6	NM_001039753.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENAH	ENAH	NM_001008493.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENAH	ENAH	NM_018212.6	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENGASE	ENGASE	NM_001042573.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENKUR	ENKUR	NM_001270383.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENKUR	ENKUR	NM_145010.4	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENKUR	ENKUR	NR_072992.2		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENKUR	ENKUR	NR_072993.2		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENO4	ENO4	NM_001242699.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENOSF1	ENOSF1	NM_001318760.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENOSF1	ENOSF1	NM_001354065.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENOSF1	ENOSF1	NM_001354066.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENOSF1	ENOSF1	NM_001354067.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENOSF1	ENOSF1	NM_001354068.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENOSF1	ENOSF1	NM_017512.7	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENOSF1	ENOSF1	NM_202758.5	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENOSF1	ENOSF1	NR_148706.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENOSF1	ENOSF1	NR_148707.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENOSF1	ENOSF1	NR_148708.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENOSF1	ENOSF1	NR_148709.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENOSF1	ENOSF1	NR_148710.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENOSF1	ENOSF1	NR_148711.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENOSF1	ENOSF1	NR_148712.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_001127615.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_001242863.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_001347963.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_001347964.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_001347965.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_001347966.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_001347967.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_001347968.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_001347969.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_001347970.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_001347971.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_017993.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENTPD7	ENTPD7	NM_001349962.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTPD7	ENTPD7	NM_001349963.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTPD7	ENTPD7	NM_020354.5	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EP300	EP300	NM_001362843.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EP300	EP300	NM_001429.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EP400	EP400	NM_015409.5	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
EP400P1	EP400P1	NR_003290.2		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EPB41	EPB41	NM_001166005.1	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0
EPB41	EPB41	NM_001166006.1	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
EPB41	EPB41	NM_001166007.2	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
EPB41	EPB41	NM_004437.4	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0
EPB41	EPB41	NM_203342.2	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0
EPB41	EPB41	NM_203343.3	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
EPB41L3	EPB41L3	NM_001281533.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPB41L3	EPB41L3	NM_001281534.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPB41L3	EPB41L3	NM_001281535.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EPB41L3	EPB41L3	NM_001330557.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPB41L3	EPB41L3	NM_012307.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPCAM	EPCAM	NM_002354.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHA3	EPHA3	NM_005233.6	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHA4	EPHA4	NM_001304536.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHA4	EPHA4	NM_001304537.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHA4	EPHA4	NM_001363748.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHA4	EPHA4	NM_004438.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHA5	EPHA5	NM_001281765.2	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
EPHA5	EPHA5	NM_001281766.2	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
EPHA5	EPHA5	NM_001281767.3	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
EPHA5	EPHA5	NM_001318761.1	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
EPHA5	EPHA5	NM_004439.8	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
EPHA5	EPHA5	NM_182472.5	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
EPHA6	EPHA6	NM_001080448.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHA6	EPHA6.2	NM_001278300.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHA6	EPHA6.2	NM_173655.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHA7	EPHA7	NM_001288629.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHA7	EPHA7	NM_004440.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHB1	EPHB1	NM_004441.5	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EPHB2	EPHB2	NM_001309192.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHB2	EPHB2	NM_001309193.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHB2	EPHB2	NM_004442.7	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHB2	EPHB2	NM_017449.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPN2	EPN2	NM_001102664.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPN2	EPN2	NM_014964.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPN2	EPN2	NM_148921.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPN2-IT1	EPN2-IT1	NR_046824.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EPPK1	EPPK1	NM_031308.4	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
EPS15	EPS15	NM_001159969.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPS15	EPS15	NM_001981.3	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EPS8	EPS8	NM_004447.6	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERAP2	ERAP2	NM_001130140.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ERAP2	ERAP2	NM_001329229.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ERAP2	ERAP2	NM_001329233.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ERAP2	ERAP2	NM_022350.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ERAP2	ERAP2	NR_137637.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ERAS	ERAS	NM_181532.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ERBB4	ERBB4	NM_001042599.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ERBB4	ERBB4	NM_005235.3	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ERC2	ERC2	NM_015576.3	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ERC2	ERC2	NR_132749.2		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ERG	ERG	NM_001136154.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERG	ERG	NM_001136155.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERG	ERG	NM_001243428.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERG	ERG	NM_001243429.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERG	ERG	NM_001243432.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERG	ERG	NM_001291391.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERG	ERG	NM_001331025.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERG	ERG	NM_004449.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERG	ERG	NM_182918.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERVK13-1	ERVK13-1	NR_040023.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ESF1	ESF1	NM_001276380.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESF1	ESF1	NM_016649.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESPNP	ESPNP	NR_026567.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESR1	ESR1	NM_000125.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESR1	ESR1	NM_001122740.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESR1	ESR1	NM_001122741.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESR1	ESR1	NM_001122742.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESR1	ESR1	NM_001291230.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESR1	ESR1	NM_001291241.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESR1	ESR1	NM_001328100.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_001134285.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_001243505.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_001243506.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_001243507.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_001243509.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_001243510.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_001243511.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_001243512.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_001243513.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_001350122.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_001350123.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_001350124.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_001350125.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_206594.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESRRG	ESRRG	NM_206595.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESYT2	ESYT2	NM_001367773.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESYT2	ESYT2	NM_020728.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETFB	ETFB	NM_001985.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ETV1	ETV1	NM_001163147.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETV1	ETV1	NM_001163148.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETV1	ETV1	NM_001163149.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETV1	ETV1	NM_001163150.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETV1	ETV1	NM_001163151.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETV1	ETV1	NM_001163152.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETV1	ETV1	NM_001370555.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETV1	ETV1	NM_001370556.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETV1	ETV1	NM_004956.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETV1	ETV1	NR_120445.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETV7	ETV7	NM_001207035.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETV7	ETV7	NM_001207036.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ETV7	ETV7	NM_001207037.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ETV7	ETV7	NM_001207038.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ETV7	ETV7	NM_001207039.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETV7	ETV7	NM_001207040.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ETV7	ETV7	NM_001207041.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ETV7	ETV7	NM_016135.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EVI5L	EVI5L	NM_001159944.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EVI5L	EVI5L	NM_145245.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EWSAT1	EWSAT1	NR_026949.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EXD3	EXD3	NM_001286823.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXD3	EXD3	NM_017820.5	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
EXD3	EXD3	NR_104598.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXD3	EXD3	NR_104599.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXOC2	EXOC2	NM_018303.6	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXOC2	EXOC2	NR_073064.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXOC3	EXOC3	NM_007277.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXOC6B	EXOC6B	NM_001321729.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EXOC6B	EXOC6B	NM_001321730.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EXOC6B	EXOC6B	NM_001321731.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EXOC6B	EXOC6B	NM_001321733.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EXOC6B	EXOC6B	NM_001321734.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EXOC6B	EXOC6B	NM_015189.3	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EXOC6B	EXOC6B	NR_135773.2		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EXOC6B	EXOC6B	NR_135774.2		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EXPH5	EXPH5	NM_001144763.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXPH5	EXPH5	NM_001144764.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXPH5	EXPH5	NM_001144765.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXPH5	EXPH5	NM_001308019.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXPH5	EXPH5	NM_015065.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_001370333.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_001370334.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_001370335.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_001370336.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_172059.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA2	EYA2	NM_005244.5	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EYA2	EYA2	NM_172110.3	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EYA3	EYA3	NM_001282560.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA3	EYA3	NM_001282561.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA3	EYA3	NM_001282562.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA3	EYA3	NM_001990.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
